ปี พ.ศ.,เดือน,ประเภทรถ,ยี่ห้อ,รุ่น,จำนวน
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,L5228-VF (TC942-19500),66
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,L5228-VFS (TC942-14500),2
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,L5228-VS (TC942-13500),1
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M108S,32
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M135X,1
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M6040DT-TH (3C319-00000),11
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M6240SUH,148
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M7040DT,4
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M7508DTH,64
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M8808DTH,32
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,M9808DTH,59
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,MU4902DT (TE012-15000),30
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,MU5702DT (TE022-15000),51
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U-30-5,1
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U008-5SVFRGX0TH,2
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U17,9
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U36-6,1
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U36-6 AC,2
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U55-6S,4
2569,มกราคม,รถแทร็กเตอร์,KUBOTA,U55-6S AC,59
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,842T,2
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,906F,1
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLG835H,1
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLG842H,1
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLG856H,1
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLG920E,7
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLG922E,2
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLGB161C,1
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLGB230C,1
2569,มกราคม,รถแทร็กเตอร์,LIUGONG,CLGW915E,2
2569,มกราคม,รถแทร็กเตอร์,LOVOL,EURO 110,1
2569,มกราคม,รถแทร็กเตอร์,LOVOL,EURO TB,2
2569,มกราคม,รถแทร็กเตอร์,LOVOL,EURO TD,3
2569,มกราคม,รถแทร็กเตอร์,LOVOL,EURO TE,4
2569,มกราคม,รถแทร็กเตอร์,LOVOL,EURO TH,1
2569,มกราคม,รถแทร็กเตอร์,LOVOL,FL936H,2
2569,มกราคม,รถแทร็กเตอร์,LOVOL,P4090,1
2569,มกราคม,รถแทร็กเตอร์,LOVOL,TH754,1
2569,มกราคม,รถแทร็กเตอร์,LOVOL,TM2E3A504-027K,1
2569,มกราคม,รถแทร็กเตอร์,LUGONG,T936,1
2569,มกราคม,รถแทร็กเตอร์,MAHINDRA,2124,1
2569,มกราคม,รถแทร็กเตอร์,MAHINDRA,3140,1
2569,มกราคม,รถแทร็กเตอร์,MAHINDRA,5050,2
2569,มกราคม,รถแทร็กเตอร์,MAHINDRA,5050 4WD,2
2569,มกราคม,รถแทร็กเตอร์,MITSUBISHI,MF61WF,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,6640,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,7740,3
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,8340,2
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,B80C,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,T6.165,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,T6030,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,T7.245,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TD5.110,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TD5.90,2
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TM125,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TM135,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TS110,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TS115,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TS115A,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TS125A,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TS6000,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT2.50,2
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT3.40,2
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT3.40 PLUS,2
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT3.50,29
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT4.65,5
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT4.75,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT4.90,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,TT55,1
2569,มกราคม,รถแทร็กเตอร์,NEWHOLLAND,,1
2569,มกราคม,รถแทร็กเตอร์,PAT,PAT S3,1
2569,มกราคม,รถแทร็กเตอร์,SANY,STG230C-8S,1
2569,มกราคม,รถแทร็กเตอร์,SANY,SW966E,2
2569,มกราคม,รถแทร็กเตอร์,SANY,SY135C,7
2569,มกราคม,รถแทร็กเตอร์,SANY,SY200C,2
2569,มกราคม,รถแทร็กเตอร์,SANY,SY205C,3
2569,มกราคม,รถแทร็กเตอร์,SANY,SY215C,13
2569,มกราคม,รถแทร็กเตอร์,SANY,SY365H,1
2569,มกราคม,รถแทร็กเตอร์,SANY,SY55C,1
2569,มกราคม,รถแทร็กเตอร์,SDLG,E6135F,1
2569,มกราคม,รถแทร็กเตอร์,SDLG,E680F,2
2569,มกราคม,รถแทร็กเตอร์,SDLG,LG936L,1
2569,มกราคม,รถแทร็กเตอร์,SHANMON,388,2
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,HA45W-7,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,HA60C-7,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,HA60W-7,5
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,HA60W-8,2
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH120-5,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH120-7,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH125X-3B,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH130-6,5
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH200LC-6,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH210-5,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH210-6,5
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH210F-6,3
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH75X-3,1
2569,มกราคม,รถแทร็กเตอร์,SUMITOMO,SH80-6B,2
2569,มกราคม,รถแทร็กเตอร์,SUNWARD,SWE150E,1
2569,มกราคม,รถแทร็กเตอร์,SUNWARD,SWE210E,1
2569,มกราคม,รถแทร็กเตอร์,THAISENGYONG,TT8C,1
2569,มกราคม,รถแทร็กเตอร์,VOGELE,08.83/SUPER 1603-2,1
2569,มกราคม,รถแทร็กเตอร์,VOLVO,EC200D,6
2569,มกราคม,รถแทร็กเตอร์,VOLVO,EC210D,1
2569,มกราคม,รถแทร็กเตอร์,VOLVO,EC210F3,4
2569,มกราคม,รถแทร็กเตอร์,VOLVO,EW145B,1
2569,มกราคม,รถแทร็กเตอร์,WEICHAI LOVOL,FR60E2-H,3
2569,มกราคม,รถแทร็กเตอร์,WEICHAI LOVOL,FW160F,1
2569,มกราคม,รถแทร็กเตอร์,WIRTGEN,HM4500,1
2569,มกราคม,รถแทร็กเตอร์,WIRTGEN,RX4500,1
2569,มกราคม,รถแทร็กเตอร์,WIRTGEN,WR250,1
2569,มกราคม,รถแทร็กเตอร์,WIRTGEN,WR2500S,3
2569,มกราคม,รถแทร็กเตอร์,XCMG,LW186FV,2
2569,มกราคม,รถแทร็กเตอร์,XCMG,XC938TH,2
2569,มกราคม,รถแทร็กเตอร์,XCMG,XC958-EV,2
2569,มกราคม,รถแทร็กเตอร์,XCMG,XE205D,1
2569,มกราคม,รถแทร็กเตอร์,XCMG,XE215C,1
2569,มกราคม,รถแทร็กเตอร์,XCMG,XE215CLL,1
2569,มกราคม,รถแทร็กเตอร์,XCMG,XE55DA,1
2569,มกราคม,รถแทร็กเตอร์,XCMG,XE60DA,1
2569,มกราคม,รถแทร็กเตอร์,XCMG,XE75DA,1
2569,มกราคม,รถแทร็กเตอร์,YANMAR,AW82GV,1
2569,มกราคม,รถแทร็กเตอร์,YANMAR,EF393A,27
2569,มกราคม,รถแทร็กเตอร์,YANMAR,EF393T,33
2569,มกราคม,รถแทร็กเตอร์,YANMAR,EF494T,2
2569,มกราคม,รถแทร็กเตอร์,YANMAR,EF725T,4
2569,มกราคม,รถแทร็กเตอร์,YANMAR,SOLIS 105-4WD,3
2569,มกราคม,รถแทร็กเตอร์,YANMAR,SOLIS 30-4WD,23
2569,มกราคม,รถแทร็กเตอร์,YANMAR,SOLIS 50-4WD,12
2569,มกราคม,รถแทร็กเตอร์,YANMAR,SOLIS 90-4WD,2
2569,มกราคม,รถแทร็กเตอร์,YANMAR,SOLIS WT-75-4WD,30
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO17-1,2
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO23-6,4
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO30-7,1
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO35-6B,5
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO35-7,12
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO50-6B,1
2569,มกราคม,รถแทร็กเตอร์,YANMAR,VIO55-6B,6
2569,มกราคม,รถแทร็กเตอร์,YANMAR,YM351A,2
2569,มกราคม,รถแทร็กเตอร์,YANMAR,YM351R,67
2569,มกราคม,รถแทร็กเตอร์,YANMAR,YM357A,4
2569,มกราคม,รถแทร็กเตอร์,YANMAR,YM358R,35
2569,มกราคม,รถแทร็กเตอร์,ZOOMLION,RC904-A,1
2569,มกราคม,รถแทร็กเตอร์,ZOOMLION,RD504,1
2569,มกราคม,รถแทร็กเตอร์,ZOOMLION,RK554-A,1
2569,มกราคม,รถแทร็กเตอร์,ZOOMLION,ZD160TS-3,1
2569,มกราคม,รถแทร็กเตอร์,ZOOMLION,ZE215E,1
2569,มกราคม,รถบดถนน,BOMAG,BW 211 D-5 SL,5
2569,มกราคม,รถบดถนน,CATERPILLAR,825C,1
2569,มกราคม,รถบดถนน,CATERPILLAR,CB13,1
2569,มกราคม,รถบดถนน,CATERPILLAR,CS533E,1
2569,มกราคม,รถบดถนน,DYNAPAC,CA30D,1
2569,มกราคม,รถบดถนน,DYNAPAC,CC2200,1
2569,มกราคม,รถบดถนน,DYNAPAC,CC3800,1
2569,มกราคม,รถบดถนน,DYNAPAC,CP275,1
2569,มกราคม,รถบดถนน,HAMM,HC119,1
2569,มกราคม,รถบดถนน,HITACHI,CP220-3,1
2569,มกราคม,รถบดถนน,KAWASAKI,,1
2569,มกราคม,รถบดถนน,LIUGONG,CLG6611E,2
2569,มกราคม,รถบดถนน,LIUGONG,CLG6612E,1
2569,มกราคม,รถบดถนน,LIUGONG,CLG6620E,1
2569,มกราคม,รถบดถนน,LIUGONG,CLG6626E,1
2569,มกราคม,รถบดถนน,SAKAI,SV520DF,1
2569,มกราคม,รถบดถนน,SAKAI,SV521D,1
2569,มกราคม,รถบดถนน,SAKAI,SV900DV,1
2569,มกราคม,รถบดถนน,SAKAI,SW652H-1K,1
2569,มกราคม,รถบดถนน,SAKAI,TW352,1
2569,มกราคม,รถบดถนน,SAKAI,TW500W-1,1
2569,มกราคม,รถบดถนน,SAKAI,TZ701,1
2569,มกราคม,รถบดถนน,SAKAI,TZ701-1,3
2569,มกราคม,รถบดถนน,SANY,SSR100C-10S,1
2569,มกราคม,รถบดถนน,SANY,SSR120C-10S,1
2569,มกราคม,รถบดถนน,VOLVO,SD110,2
2569,มกราคม,รถบดถนน,WEICHAI LOVOL,FY12S,1
2569,มกราคม,รถบดถนน,XCMG,XS123,2
2569,มกราคม,รถพ่วง,ไม่ระบุ,ABBEY AVENTURA 320,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT DIRT BIKE SR,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT DOUBLE BIKE,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT DOUBLE JETSKI,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT FARM 6X4 FT,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT FLAT BED 175X250 CM,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT FLAT BED 180X360 CM,2
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT SINGLE JETSKI,2
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT SPORT II,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BEAT TRICYCLE,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,BOAT TRAILER,9
2569,มกราคม,รถพ่วง,ไม่ระบุ,BOX VAN TRAILER,6
2569,มกราคม,รถพ่วง,ไม่ระบุ,CAMPER,3
2569,มกราคม,รถพ่วง,ไม่ระบุ,CARAVAN,5
2569,มกราคม,รถพ่วง,ไม่ระบุ,CARAVAN PERFECT,2
2569,มกราคม,รถพ่วง,ไม่ระบุ,COACHMAN PASTICHE 460/2,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,HORSE BOX,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,MOTERBIKE TRAILER,3
2569,มกราคม,รถพ่วง,ไม่ระบุ,SWIFT,1
2569,มกราคม,รถพ่วง,ไม่ระบุ,UTILITY TRAILER,33
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,CLICK125,7
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,GIORNO+,2
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,LEAD125,7
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,SCOOPY,1
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,WAVE110,4
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,WAVE110I,17
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,WAVE125,34
2569,มกราคม,รถจักรยานยนต์สาธารณะ,HONDA,WAVE125I,1
2569,มกราคม,รถจักรยานยนต์สาธารณะ,YAMAHA,FAZZIO,2
2569,มกราคม,รถจักรยานยนต์สาธารณะ,YAMAHA,FINN,3
2569,มกราคม,รถจักรยานยนต์สาธารณะ,YAMAHA,GRAND FILANO,6
